ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.7825e+07)","Runtime Improvement""""(3.52359e+07)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
251,39.42,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.10,6.35,63.07,63.07,38,"    1,    8,  512","  256,    1,    1"
291,39.39,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.10,6.34,63.03,63.03,38,"    1,    8,  512","  256,    1,    1"
342,39.35,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.45,1.75,21.64,39.57,40,"   12,   32,    1","  256,    1,    1"
283,39.34,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.13,6.34,62.94,62.94,38,"    1,    8,  512","  256,    1,    1"
271,39.32,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.97,6.28,62.91,62.91,38,"    1,    8,  512","  256,    1,    1"
279,39.31,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.97,6.28,62.89,62.89,38,"    1,    8,  512","  256,    1,    1"
275,39.28,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.16,6.35,62.85,62.85,38,"    1,    8,  512","  256,    1,    1"
247,39.24,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.06,6.30,62.78,62.78,38,"    1,    8,  512","  256,    1,    1"
263,39.18,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.87,6.22,62.69,62.69,38,"    1,    8,  512","  256,    1,    1"
427,39.14,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.80,1.88,20.02,33.05,38,"   12,   32,    1","  256,    1,    1"
1298,39.09,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,91.20,35.65,21.74,60.91,190,"    1, 1374,    1","  128,    1,    1"
498,38.98,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.48,1.75,21.45,36.16,40,"   12,   32,    1","  256,    1,    1"
406,38.96,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.54,1.77,21.05,35.70,40,"   12,   32,    1","  256,    1,    1"
255,38.96,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.97,6.22,62.34,62.34,38,"    1,    8,  512","  256,    1,    1"
578,38.91,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.77,1.86,20.23,33.90,38,"   12,   32,    1","  256,    1,    1"
508,38.78,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.64,1.80,20.61,33.88,38,"   12,   32,    1","  256,    1,    1"
1286,38.78,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,90.75,35.19,34.67,61.22,160,"    1, 2747,    1","  128,    1,    1"
287,38.77,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16,6.20,62.03,62.03,38,"    1,    8,  512","  256,    1,    1"
846,38.76,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.92,3.85,35.94,61.24,38,"  172,    8,    1","  256,    1,    1"
487,38.72,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.90,1.90,19.98,32.55,38,"   12,   32,    1","  256,    1,    1"
516,38.71,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.42,1.71,13.16,39.56,40,"   12,   32,    1","  256,    1,    1"
1290,38.60,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,90.53,34.94,34.63,61.40,160,"    1, 2747,    1","  128,    1,    1"
338,38.57,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.45,1.72,21.79,36.19,40,"   12,   32,    1","  256,    1,    1"
444,38.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.58,1.76,21.11,35.07,38,"   12,   32,    1","  256,    1,    1"
790,38.46,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.89,3.80,35.88,61.29,38,"  172,    8,    1","  256,    1,    1"
554,38.43,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.74,1.82,20.87,33.63,38,"   12,   32,    1","  256,    1,    1"
266,38.38,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.66,3.71,36.07,61.62,38,"  172,    8,    1","  256,    1,    1"
262,38.32,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.79,3.75,34.82,61.68,38,"  172,    8,    1","  256,    1,    1"
778,38.31,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.82,3.76,35.12,61.69,38,"  172,    8,    1","  256,    1,    1"
493,38.30,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.74,1.81,20.33,33.97,38,"   12,   32,    1","  256,    1,    1"
250,38.23,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.76,3.73,35.56,61.49,38,"  172,    8,    1","  256,    1,    1"
878,38.20,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.76,3.73,35.68,61.80,38,"  172,    8,    1","  256,    1,    1"
458,38.17,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.64,1.77,20.56,34.94,38,"   12,   32,    1","  256,    1,    1"
489,38.16,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.38,1.67,22.02,36.78,40,"   12,   32,    1","  256,    1,    1"
258,38.07,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.66,3.68,35.62,61.93,38,"  172,    8,    1","  256,    1,    1"
519,38.05,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.38,1.67,22.00,37.11,40,"   12,   32,    1","  256,    1,    1"
254,38.05,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.70,3.69,35.26,61.95,38,"  172,    8,    1","  256,    1,    1"
424,38.02,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.67,1.78,20.66,34.02,38,"   12,   32,    1","  256,    1,    1"
766,38.01,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.76,3.71,35.34,61.99,38,"  172,    8,    1","  256,    1,    1"
602,38.01,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.77,1.81,20.31,34.01,38,"   12,   32,    1","  256,    1,    1"
534,38.00,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.67,1.78,20.23,33.78,38,"   12,   32,    1","  256,    1,    1"
238,37.98,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.76,3.71,43.29,62.02,38,"  172,    8,    1","  256,    1,    1"
504,37.96,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.45,1.69,21.55,36.52,40,"   12,   32,    1","  256,    1,    1"
514,37.95,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.67,1.77,21.15,34.81,38,"   12,   32,    1","  256,    1,    1"
870,37.93,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.79,3.71,36.81,62.07,38,"  172,    8,    1","  256,    1,    1"
394,37.87,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.45,1.68,21.23,35.76,40,"   12,   32,    1","  256,    1,    1"
830,37.87,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.63,3.65,35.98,61.85,38,"  172,    8,    1","  256,    1,    1"
390,37.81,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.64,1.75,21.39,34.84,40,"   12,   32,    1","  256,    1,    1"
513,37.81,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.29,1.62,22.44,37.05,40,"   12,   32,    1","  256,    1,    1"
302,37.77,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.73,3.67,44.40,62.23,38,"  172,    8,    1","  256,    1,    1"
862,37.76,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.76,3.69,35.28,62.24,38,"  172,    8,    1","  256,    1,    1"
634,37.75,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.70,1.78,20.18,34.44,38,"   12,   32,    1","  256,    1,    1"
278,37.75,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.82,3.71,36.00,61.72,38,"  172,    8,    1","  256,    1,    1"
822,37.74,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.79,3.70,36.74,62.26,38,"  172,    8,    1","  256,    1,    1"
483,37.61,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.42,1.66,22.14,37.00,40,"   12,   32,    1","  256,    1,    1"
854,37.60,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.79,3.68,35.13,62.40,38,"  172,    8,    1","  256,    1,    1"
486,37.58,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.42,1.66,21.84,37.01,40,"   12,   32,    1","  256,    1,    1"
770,37.56,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.63,3.62,35.61,62.44,38,"  172,    8,    1","  256,    1,    1"
834,37.53,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.73,3.65,36.83,62.47,38,"  172,    8,    1","  256,    1,    1"
842,37.53,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.73,3.65,36.11,62.47,38,"  172,    8,    1","  256,    1,    1"
630,37.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.83,1.81,20.35,33.60,38,"   12,   32,    1","  256,    1,    1"
282,37.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.60,3.60,36.01,62.52,38,"  172,    8,    1","  256,    1,    1"
211,37.47,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,78.66,29.47,35.41,62.53,128,"    4,   86,    1","  128,    1,    1"
207,37.45,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,78.62,29.44,35.32,62.55,128,"    4,   86,    1","  128,    1,    1"
298,37.42,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.54,3.57,44.00,62.58,38,"  172,    8,    1","  256,    1,    1"
610,37.41,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.70,1.76,21.94,34.34,38,"   12,   32,    1","  256,    1,    1"
490,37.39,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.51,1.69,22.72,23.62,38,"   12,   32,    1","  256,    1,    1"
530,37.30,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.80,1.79,20.89,33.77,38,"   12,   32,    1","  256,    1,    1"
484,37.30,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.61,1.72,22.08,34.64,38,"   12,   32,    1","  256,    1,    1"
501,37.25,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.38,1.63,22.26,36.90,40,"   12,   32,    1","  256,    1,    1"
505,37.25,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.67,1.74,21.45,34.39,38,"   12,   32,    1","  256,    1,    1"
432,37.24,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.70,1.75,20.39,34.27,38,"   12,   32,    1","  256,    1,    1"
228,37.23,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.63,3.59,40.81,62.77,40,"  172,    8,    1","  256,    1,    1"
782,37.21,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.76,3.63,35.84,62.01,38,"  172,    8,    1","  256,    1,    1"
517,37.20,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.48,1.67,20.54,36.29,38,"   12,   32,    1","  256,    1,    1"
798,37.17,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.79,3.64,34.81,61.29,38,"  172,    8,    1","  256,    1,    1"
826,37.17,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.66,3.59,34.41,62.83,38,"  172,    8,    1","  256,    1,    1"
802,37.15,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.66,3.59,35.93,62.85,38,"  172,    8,    1","  256,    1,    1"
542,37.12,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.67,1.73,21.46,34.40,38,"   12,   32,    1","  256,    1,    1"
814,37.11,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.63,3.57,35.49,62.89,38,"  172,    8,    1","  256,    1,    1"
334,37.11,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.38,1.63,21.84,37.01,40,"   12,   32,    1","  256,    1,    1"
562,37.10,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.67,1.73,21.60,34.40,38,"   12,   32,    1","  256,    1,    1"
510,37.10,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.38,1.63,21.43,37.14,40,"   12,   32,    1","  256,    1,    1"
246,37.08,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.92,3.68,44.89,61.01,38,"  172,    8,    1","  256,    1,    1"
270,37.08,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.60,3.56,35.51,62.32,38,"  172,    8,    1","  256,    1,    1"
354,37.07,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.58,1.70,21.63,35.47,40,"   12,   32,    1","  256,    1,    1"
274,37.06,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.50,3.52,35.67,62.94,38,"  172,    8,    1","  256,    1,    1"
838,37.05,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.79,3.63,34.52,62.10,38,"  172,    8,    1","  256,    1,    1"
314,37.01,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.63,3.56,44.50,62.99,38,"  172,    8,    1","  256,    1,    1"
806,36.99,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.60,3.55,36.99,63.01,38,"  172,    8,    1","  256,    1,    1"
670,36.99,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.70,3.59,35.58,62.75,40,"  172,    8,    1","  256,    1,    1"
294,36.98,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.73,3.60,35.52,61.39,38,"  172,    8,    1","  256,    1,    1"
242,36.95,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.70,3.58,43.94,63.05,38,"  172,    8,    1","  256,    1,    1"
507,36.94,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.32,1.60,22.47,37.07,40,"   12,   32,    1","  256,    1,    1"
19,36.91,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,65.86,24.31,57.15,46.89,128,"  688,    1,    1","  128,    1,    1"
594,36.90,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.86,1.80,20.11,33.34,38,"   12,   32,    1","  256,    1,    1"
17,36.90,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,65.98,24.35,56.97,46.74,128,"  688,    1,    1","  128,    1,    1"
310,36.89,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.73,3.59,45.15,62.30,38,"  172,    8,    1","  256,    1,    1"
350,36.89,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.48,1.65,21.19,35.84,40,"   12,   32,    1","  256,    1,    1"
574,36.84,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.77,1.76,21.89,34.03,38,"   12,   32,    1","  256,    1,    1"
398,36.81,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.38,1.61,21.86,36.84,40,"   12,   32,    1","  256,    1,    1"
286,36.81,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.60,3.53,37.99,62.18,38,"  172,    8,    1","  256,    1,    1"
698,36.80,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.60,3.53,37.00,63.20,40,"  172,    8,    1","  256,    1,    1"
492,36.75,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.42,1.62,21.70,40.08,40,"   12,   32,    1","  256,    1,    1"
441,36.74,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.58,1.68,20.49,34.30,38,"   12,   32,    1","  256,    1,    1"
495,36.69,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.61,1.69,21.42,34.20,40,"   12,   32,    1","  256,    1,    1"
480,36.67,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.42,1.62,21.88,35.53,40,"   12,   32,    1","  256,    1,    1"
774,36.67,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.70,3.56,37.09,61.62,38,"  172,    8,    1","  256,    1,    1"
386,36.64,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.90,1.79,21.37,32.46,40,"   12,   32,    1","  256,    1,    1"
418,36.63,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.77,1.75,21.07,33.40,38,"   12,   32,    1","  256,    1,    1"
626,36.58,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.67,1.71,20.27,34.45,38,"   12,   32,    1","  256,    1,    1"
212,36.51,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.66,3.53,42.24,63.05,40,"  172,    8,    1","  256,    1,    1"
318,36.49,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.54,3.48,45.17,63.51,38,"  172,    8,    1","  256,    1,    1"
586,36.46,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.61,1.68,20.06,34.10,38,"   12,   32,    1","  256,    1,    1"
306,36.43,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,9.86,3.59,43.93,61.49,38,"  172,    8,    1","  256,    1,    1"
570,36.40,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.86,1.77,20.32,33.33,38,"   12,   32,    1","  256,    1,    1"
481,36.35,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.74,1.72,21.80,33.49,38,"   12,   32,    1","  256,    1,    1"
421,36.29,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.54,1.65,20.43,35.57,38,"   12,   32,    1","  256,    1,    1"
232,36.29,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.50,3.45,37.50,63.71,40,"  172,    8,    1","  256,    1,    1"
546,36.26,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.86,1.76,20.35,33.25,38,"   12,   32,    1","  256,    1,    1"
366,36.22,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.48,1.62,22.11,36.64,40,"   12,   32,    1","  256,    1,    1"
330,36.18,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.54,1.64,21.30,35.89,40,"   12,   32,    1","  256,    1,    1"
658,36.13,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.57,3.46,37.24,63.87,40,"  172,    8,    1","  256,    1,    1"
706,36.12,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.50,3.43,35.94,63.88,40,"  172,    8,    1","  256,    1,    1"
188,36.11,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.50,3.43,42.85,63.89,40,"  172,    8,    1","  256,    1,    1"
662,36.09,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.57,3.45,35.92,63.91,40,"  172,    8,    1","  256,    1,    1"
550,36.08,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.45,1.60,10.15,35.04,38,"   12,   32,    1","  256,    1,    1"
618,36.07,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.64,1.67,20.63,34.32,38,"   12,   32,    1","  256,    1,    1"
718,36.00,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,9.50,3.42,36.20,64.00,40,"  172,    8,    1","  256,    1,    1"
